event_id,timestamp,property_code,person_id,direction,access_point
E0002637,2025-06-20 08:50:00,GLW-CL,P100130,IN,Turnstile 1
E0008362,2025-08-02 15:47:00,GLW-CL,P100277,OUT,Gate B
E0007815,2025-07-29 16:25:00,LDS-AR,P100292,OUT,Gate B
E0003019,2025-06-23 13:31:00,MCH-CC,P100344,OUT,Turnstile 1
E0002946,22/06/2025 09:16,EDI-EX,P100538,IN,Turnstile 1
E0003660,2025-06-28 16:46:00,GLW-CL,P100341,OUT,Gate A
E0009309,2025-08-09 07:43:00,BEL-LG,P100175,IN,Turnstile 1
E0010330,2025-08-15 11:11:00,MCH-CC,P100040,IN,Reception
E0007111,2025-07-23 17:55:00,NRW-QP,P100535,OUT,Gate B
E0002664,2025-06-21 16:49:00Z,CDF-BY,P100586,OUT,Reception
E0005379,2025-07-10 16:08:00,EDI-EX,P100169,OUT,Reception
E0012976,2025-08-11 08:44:00,BHM-PR,X290891,OUT,Turnstile 1
E0001363,2025-06-11 09:58:00,BRI-01,P100116,IN,Reception
E0006612,2025-07-20 20:11:00,CDF-BY,P100205,OUT,Gate B
E0005534,2025-07-11 17:19:00,EDI-EX,P100003,OUT,Gate A
E0003482,2025-06-27 08:34:00,LDN-HQ,P100386,IN,Reception
E0012671,2025-07-16 18:08:00,EDI-EX,X244935,IN,Gate B
E0009644,11/08/2025 09:58,BRI-01,P100020,IN,Gate B
E0008298,2025-08-01 08:18:00,BEL-LG,P100616,IN,Gate B
E0011144,2025-08-22 12:48:00,MCR-CC,P100335,OUT,Gate A
E0005113,2025-07-08 09:45:00,LDS-AR,P100168,IN,Reception
E0005941,2025-07-14 07:30:00,GLW CL,P100273,IN,Turnstile 1
E0006195,2025-07-16 16:07:00,EDI-EX,P100539,OUT,Turnstile 1
E0012299,2025-08-31 07:55:00,LDS-AR,P100292,IN,Gate A
E0008904,2025-08-06 07:55:00,EDI-EX,P100539,IN,Turnstile 1
E0002881,2025-06-22 18:21:00,CDF-BY,P100553,OUT,Gate B
E0011498,2025-08-24 16:00:00,NRW-QP,P100552,OUT,Reception
E0003382,2025-06-26 18:11:00,bri_01,P100603,OUT,Gate A
E0012592,2025-08-04 11:07:00,BHM-PR,X208110,OUT,Gate B
E0001303,2025-06-11 16:44:00,EDI-EX,P100379,OUT,Reception
E0011601,2025-08-25 09:22:00,GLW-CL,P100599,IN,Turnstile 1
E0004958,2025-07-07 07:00:00,EDI-EX,P100268,IN,Reception
E0004837,2025-07-06 10:57:00,BEL-LG,P100255,IN,Gate A
E0011849,2025-08-27 06:58:00,CDF-BY,P100478,OUT,Turnstile 1
E0008376,2025-08-02 08:48:00,LDN-HQ,P100500,IN,Gate B
E0005721,2025-07-12 18:33:00,BEL-LG,P100620,OUT,Reception
E0006254,2025-07-17 11:30:00,GLW-CL,P100473,IN,Gate A
E0008433,2025-08-03 10:52:00,GLW-CL,P100366,IN,Turnstile 1
E0000943,2025-06-08 15:37:00,LDN-HQ,P100244,OUT,Turnstile 1
E0010728,2025-08-19 07:21:00,MCH-CC,P100016,IN,Gate B
E0003236,2025-06-25 07:33:00,Belfast Lagan,P100153,OUT,Gate B
E0003258,2025-06-25 07:03:00,EDI-EX,P100521,IN,Gate A
E0009961,2025-08-13 08:51:00,NRW-QP,P100080,IN,Turnstile 1
E0009742,2025-08-12 11:32:00,BEL LG,P100055,IN,Reception
E0000177,2025-06-02 15:59:00,BHM-PR,P100361,OUT,Turnstile 1
E0000436,2025-06-03 10:42:00,LDN-HQ,P100520,IN,Gate B
E0009435,2025-08-10 16:47:00,BRI-01,P100441,OUT,Gate A
E0000309,02/06/2025 08:39,BEL-LG,P100197,IN,Gate B
E0001566,2025-06-13 17:26:00,NRW-QP,P100378,OUT,Gate A
E0003965,2025-06-29 16:57:00,GLW-CL,P100142,OUT,Gate A
E0002136,17/06/2025 10:17,BRI-01,P100602,IN,Gate B
E0011877,2025-08-27 07:05:00,LDN-HQ,P100351,IN,Gate A
E0011543,2025-08-25 16:01:00,BHM-PR,P100017,OUT,Gate B
E0007996,2025-07-31 11:06:00,BRI-01,P100360,IN,Gate A
E0004978,2025-07-07 21:36:00,BRI-01,P100369,OUT,Turnstile 1
E0007049,2025-07-23 11:48:00,NRW-QP,P100512,IN,Gate B
E0010763,19/08/2025 08:41,LDS-AR,P100487,IN,Gate B
E0000596,2025-06-05 17:28:00,CDF-BY,P100331,OUT,Turnstile 1
E0006388,2025-07-18 18:50:00,NRW-QP,P100514,OUT,Reception
E0004626,2025-07-04 19:49:00,BEL-LG,P100481,OUT,Reception
E0005333,2025-07-10 15:05:00,CDF-BY,P100112,OUT,Turnstile 1
E0008865,2025-08-06 10:00:00,NRW-QP,P100353,IN,Reception
E0007525,2025-07-27 10:40:00,GLW-CL,P100026,IN,Gate A
E0010934,2025-08-21 09:28:00,GLW-CL,P100267,IN,Gate B
E0002624,20/06/2025 11:50,NRW-QP,P100512,IN,Gate B
E0008818,2025-08-06 11:20:00,MCH-CC,P100040,IN,Gate A
E0004573,2025-07-04 21:32:00,CDF-BY,P100041,OUT,Reception
E0009976,2025-08-13 16:30:00,LDS-AR,P100605,OUT,Gate A
E0012041,2025-08-28 15:27:00,LDN-HQ,P100430,OUT,Turnstile 1
E0000232,2025-06-02 17:35:00+00:00,BHM-PR,P100418,OUT,Gate A
E0000180,2025-06-02 11:15:00,MCH-CC,P100266,IN,Reception
E0000738,2025-06-06 10:01:00,NRW-QP,P100445,IN,Reception
E0012645,2025-06-07 07:46:00,EDI-EX,X243449,OUT,Gate B
E0006770,2025-07-21 18:26:00,LDN-HQ,P100354,OUT,Gate B
E0009635,2025-08-11 15:02:00,NRW-QP,P100504,OUT,Gate A
E0003866,2025-06-29 09:06:00,BHM-PR,P100454,IN,Reception
E0005866,2025-07-13 16:23:00+01:00,GLW-CL,P100071,OUT,Gate A
E0006058,2025-07-15 08:55:00,,P100304,IN,Gate B
E0007232,2025-07-24 17:33:00,CDF-BY,P100367,OUT,Reception
E0000110,2025-06-01 18:13:00,MCH-CC,P100432,OUT,Reception
E0005706,12/07/2025 07:22,BEL-LG,P100178,IN,Gate B
E0006779,2025-07-21 08:37:00,,P100644,IN,Turnstile 1
E0001322,2025-06-11 12:50:00,BHM-PR,P100505,OUT,Gate B
E0005936,2025-07-14 17:37:00,MCH-CC,P100005,OUT,Reception
E0001996,2025-06-17 20:07:00,CDF-BY,P100045,OUT,Gate B
E0007403,2025-07-26 16:02:00,bhm-pr,P100631,OUT,Gate B
E0006387,2025-07-18 10:07:00,NRW-QP,P100514,IN,Gate A
E0007175,2025-07-24 16:48:00,NRW-QP,P100479,OUT,Reception
E0008674,2025-08-05 18:47:00,BHM-PR,P100181,OUT,Reception
E0000801,2025-06-07 11:15:00,LDS-AR,P100599,IN,Reception
E0009960,2025-08-13 16:20:00,BHM-PR,P100352,OUT,Gate A
E0002087,2025-06-17 21:27:00,EDI-EX,P100282,OUT,Turnstile 1
E0005502,2025-07-11 11:04:00,CDF-BY,P100206,IN,Turnstile 1
E0008372,2025-08-02 08:42:00,GLW-CL,P100067,IN,Reception
E0000070,2025-06-01 07:37:00,NRW-QP,P100512,IN,Gate B
E0005368,2025-07-10 09:17:00,GLW-CL,P100569,IN,Reception
E0005683,2025-07-12 08:49:00,EDI-EX,P100465,IN,Gate A
E0007407,2025-07-26 15:43:00,GLW-CL,P100549,OUT,Reception
E0008909,2025-08-06 10:54:00,BHM-PR,P100595,IN,Turnstile 1
E0005171,2025-07-09 11:25:00,Belfast Lagan,P100153,IN,Gate A
E0001681,2025-06-13 10:47:00,CDF-BY,P100370,IN,Gate B
E0000378,2025-06-03 15:23:00,CDF-BY,P100112,OUT,Turnstile 1
E0001470,2025-06-12 10:42:00,BRI-01,P100644,IN,Gate B
E0005962,2025-07-14 18:14:00,MCH-CC,P100389,OUT,Gate A
E0002604,2025-06-20 08:25:00,BRI-01,P100545,IN,Reception
E0004182,2025-07-01 17:18:00,MCH-CC,P100324,OUT,Reception
E0007673,2025-07-28 07:27:00,BRI-01,P100162,IN,Reception
E0007339,2025-07-25 07:51:00,LDN-HQ,P100510,IN,Gate B
E0010216,2025-08-15 07:08:00,LDS-AR,P100598,IN,Gate A
E0012439,2025-07-04 09:29:00,NRW-QP,X296882,IN,Gate A
E0004506,2025-07-04 08:58:00,NRW-QP,P100353,IN,Turnstile 1
E0010142,2025-08-14 21:04:00,BEL-LG,P100175,OUT,Gate B
E0004231,2025-07-02 14:03:00,MCH-CC,P100232,OUT,Turnstile 1
E0003092,2025-06-23 10:32:00,MCH-CC,P100434,IN,Reception
E0002727,2025-06-21 09:02:00,LDN-HQ,P100167,IN,Gate B
E0000478,2025-06-04 17:48:00,EDI-EX,P100057,OUT,Reception
E0001330,2025-06-11 19:50:00,NRW-QP,P100445,OUT,Turnstile 1
E0002284,2025-06-18 16:03:00,LDS-AR,P100120,OUT,Turnstile 1
E0003733,2025-06-28 08:36:00,GLW-CL,P100238,IN,Reception
E0012899,2025-07-26 11:44:00,BEL-LG,X229877,IN,Reception
E0005874,2025-07-13 10:01:00,CDF-BY,P100519,IN,Gate B
E0008716,2025-08-05 07:36:00,LDS-AR,P100371,IN,Gate B
E0000752,2025-06-06 18:24:00,BRI-01,P100606,OUT,Reception
E0012373,2025-08-31 16:39:00,MCH-CC,P100584,OUT,Gate A
E0007196,2025-07-24 19:12:00,MCH-CC,P100434,OUT,Reception
E0011070,2025-08-22 07:39:00,LDS-AR,P100132,IN,Gate B
E0000874,2025-06-07 07:21:00,EDI-EX,P100577,IN,Gate A
E0006921,2025-07-22 07:29:00,BEL-LG,P100062,IN,Gate A
E0008607,2025-08-05 11:05:00,LDN-HQ,P100476,IN,Reception
E0009621,11/08/2025 10:12,BEL-LG,P100255,IN,Turnstile 1
E0004565,2025-07-04 05:58:00,NRW-QP,P100288,OUT,Gate A
E0001546,2025-06-13 17:46:00,EDI-EX,P100539,OUT,Gate A
E0000740,06/06/2025 09:59,BHM-PR,P100272,IN,Turnstile 1
E0012938,2025-06-07 15:50:00,EDI-EX,X268210,OUT,Gate B
E0002684,2025-06-21 09:43:00,LDN-HQ,P100185,IN,Gate A
E0010090,2025-08-14 18:19:00,MCH-CC,P100064,OUT,Gate B
E0012961,2025-06-20 14:33:00,NRW-QP,X286370,OUT,Gate B
E0005122,2025-07-08 11:45:00,CDF-BY,P100140,IN,Gate A
E0008746,2025-08-05 19:24:00,LDN-HQ,P100354,OUT,Gate A
E0003519,2025-06-27 10:35:00,BEL-LG,P100365,IN,Gate A
E0006210,2025-07-16 17:17:00,MCH-CC,P100064,OUT,Turnstile 1
E0002355,2025-06-19 08:04:00,BHM-PR,P100604,IN,Reception
E0011102,2025-08-22 11:39:00,edi-ex,P100033,IN,Gate B
E0006698,2025-07-21 07:30:00,BHM-PR,P100356,IN,Gate B
E0000774,2025-06-06 18:31:00,CDF-BY,P100610,OUT,Reception
E0006181,2025-07-16 07:36:00,EDI-EX,P100630,IN,Gate A
E0011588,2025-08-25 12:01:00,BEL-LG,P100560,OUT,Reception
E0005201,2025-07-09 09:24:00,BHM-PR,P100198,IN,Gate A
E0010406,2025-08-16 14:33:00,BRI-01,P100431,OUT,Gate A
E0000642,2025-06-05 13:51:00,BRI-01,P100491,OUT,Reception
E0012380,2025-08-31 09:25:00,NRW-QP,P100228,IN,Gate A
E0006888,2025-07-22 12:25:00,BEL-LG,P100524,OUT,Reception
E0009643,2025-08-11 19:16:00,EDI-EX,P100007,OUT,Gate A
E0003204,25/06/2025 09:32,NRW-QP,P100514,IN,Gate A
E0004310,2025-07-02 10:48:00,CDF-BY,P100493,IN,Gate B
E0005205,2025-07-09 09:13:00,LDN-HQ,P100601,IN,Reception
E0000866,2025-06-07 08:45:00,BHM-PR,P100221,IN,Gate B
E0005517,2025-07-11 08:03:00,BRI-01,P100184,IN,Turnstile 1
E0008432,2025-08-03 14:50:00,GLW-CL,P100226,OUT,Gate A
E0012589,2025-07-22 16:35:00,NRW-QP,X229996,IN,Gate B
E0008406,2025-08-02 12:41:00,CDF-BY,P100612,OUT,Gate A
E0013007,2025-06-02 10:08:00,BEL-LG,X247256,OUT,Reception
E0011725,2025-08-26 16:01:00,NRW-QP,P100200,OUT,Gate B
E0010006,2025-08-13 17:00:00+01:00,BEL-LG,P100296,OUT,Turnstile 1
E0008846,06/08/2025 10:56,EDI-EX,P100626,IN,Turnstile 1
E0000963,2025-06-08 09:09:00,CDF-BY,P100263,IN,Reception
E0009605,2025-08-10 13:02:00,BHM-PR,P100181,OUT,Turnstile 1
E0005225,2025-07-09 10:32:00,LDN-HQ,P100594,IN,Gate B
E0009537,2025-08-10 07:14:00,BRI-01,P100117,IN,Gate B
E0010755,2025-08-19 17:34:00+01:00,BHM-PR,P100186,OUT,Turnstile 1
E0006456,2025-07-18 12:31:00,BEL-LG,P100078,OUT,Reception
E0003310,2025-06-26 09:15:00,LDS-AR,P100176,IN,Reception
E0002167,2025-06-18 13:26:00,CDF-BY,P100264,OUT,Gate B
E0000364,2025-06-03 18:54:00+01:00,MCH-CC,P100048,OUT,Reception
E0010068,2025-08-14 16:23:00,NRW-QP,P100236,OUT,Gate A
E0003724,2025-06-28 14:21:00,LDN-HQ,P100518,OUT,Reception
E0002826,2025-06-22 08:16:00,EDI-EX,P100268,IN,Gate B
E0011910,2025-08-27 11:58:00,BHM-PR,P100349,OUT,Turnstile 1
E0003598,2025-06-27 18:12:00,BEL-LG,P100302,OUT,Gate A
E0004727,2025-07-05 07:37:00,LDS-AR,P100037,IN,Gate B
E0000547,2025-06-04 08:25:00,BRI-01,P100165,IN,Turnstile 1
E0002941,2025-06-22 21:17:00,BHM-PR,P100266,OUT,Gate B
E0000472,2025-06-04 12:22:00,GLW-CL,P100261,OUT,Turnstile 1
E0001642,2025-06-13 16:49:00,Glasgow Clyde,P100396,OUT,Turnstile 1
E0007445,2025-07-26 09:37:00,BEL-LG,P100036,IN,Gate B
E0003339,2025-06-26 19:42:00,LDN-HQ,P100551,OUT,Gate B
E0006384,2025-07-18 17:11:00,BRI-01,P100173,OUT,Gate B
E0001173,2025-06-10 17:17:00,CDF-BY,P100263,OUT,Turnstile 1
E0008247,2025-08-01 08:03:00,NRW-QP,P100501,IN,Gate B
E0005274,2025-07-09 09:12:00,CDF-BY,P100034,IN,Gate A
E0006086,2025-07-16 18:40:00,GLW-CL,P100220,OUT,Reception
E0006932,2025-07-22 18:32:00,GLW-CL,P100525,OUT,Turnstile 1
E0011298,2025-08-23 08:47:00,BRI-01,P100116,IN,Turnstile 1
E0010100,14/08/2025 09:08,BHM-PR,P100252,IN,Gate B
E0007949,2025-07-30 11:23:00,BRI-01,P100111,OUT,Gate A
E0006336,2025-07-17 08:24:00,GLW-CL,P100182,IN,Gate A
E0006513,2025-07-19 16:10:00,GLW-CL,P100625,OUT,Gate B
E0011251,2025-08-23 11:00:00,BEL-LG,P100300,IN,Reception
E0001411,2025-06-12 11:50:00,GLW-CL,P100212,IN,Gate B
E0008594,2025-08-05 17:52:00,GLW-CL,P100357,OUT,Turnstile 1
E0012168,2025-08-29 07:55:00,BRI-01,P100562,IN,Reception
E0006671,2025-07-20 07:47:00,NRW-QP,P100583,IN,Turnstile 1
E0012969,2025-06-28 13:28:00,LDS-AR,X226666,IN,Turnstile 1
E0002695,2025-06-21 17:43:00+01:00,EDI-EX,P100207,OUT,Turnstile 1
E0000816,2025-06-07 13:53:00,LDN-HQ,P100354,OUT,Gate A
E0002132,2025-06-17 11:09:00,BRI-01,P100360,IN,Gate B
E0001798,2025-06-15 14:23:00,MCH-CC,P100005,OUT,Gate A
E0004576,2025-07-04 11:57:00,BRI-01,P100369,IN,Gate B
E0005191,2025-07-09 08:53:00,EDI-EX,P100043,IN,Turnstile 1
E0003123,2025-06-24 16:57:00,CDF-BY,P100251,OUT,Turnstile 1
E0005854,2025-07-13 17:51:00,BHM-PR,P100008,OUT,Gate B
E0005366,2025-07-10 07:20:00,LDN-HQ,P100461,IN,Reception
E0011527,2025-08-24 13:52:00+01:00,LDS-AR,P100060,OUT,Reception
E0004276,2025-07-02 10:51:00,BRI-01,P100533,IN,Turnstile 1
E0012175,2025-08-29 19:36:00,MCH-CC,P100312,OUT,Reception
E0003090,2025-06-23 09:25:00,MCH-CC,P100002,IN,Turnstile 1
E0007882,2025-07-30 11:54:00,BEL-LG,P100062,IN,Gate A
E0012529,2025-07-16 12:42:00,BEL-LG,X275673,IN,Gate B
E0011869,2025-08-27 10:50:00,BRI-01,P100129,IN,Reception
E0008425,03/08/2025 07:48,Cardiff Bay,P100219,IN,Turnstile 1
E0005254,2025-07-09 21:12:00+00:00,BHM-PR,P100388,OUT,Gate A
E0000238,2025-06-02 16:05:00,LDN-HQ,P100570,OUT,Gate A
E0001533,2025-06-12 08:28:00,BEL-LG,P100256,IN,Turnstile 1
E0012387,2025-08-31 18:17:00+01:00,EDI-EX,P100240,OUT,Reception
E0006659,2025-07-20 17:24:00,GLW-CL,P100134,OUT,Turnstile 1
E0003411,26/06/2025 08:44,BEL-LG,P100097,IN,Gate B
E0002832,2025-06-22 07:35:00,BHM-PR,P100387,IN,Turnstile 1
E0011986,2025-08-28 09:54:00,LDN-HQ,P100498,IN,Reception
E0001536,2025-06-12 19:37:00,MCH-CC,P100489,OUT,Turnstile 1
E0003880,2025-06-29 10:15:00,GLW-CL,P100497,IN,Turnstile 1
E0005303,2025-07-10 10:31:00,EDI-EX,P100572,IN,Turnstile 1
E0006811,2025-07-21 11:18:00,NRW-QP,P100558,IN,Gate A
E0009536,2025-08-10 14:34:00,MCH-CC,P100393,OUT,Gate A
E0001300,11/06/2025 07:57,MCH-CC,P100022,IN,Gate B
E0005500,2025-07-11 09:17:00,MCH-CC,P100374,IN,Gate B
E0006348,2025-07-17 10:45:00,MCH-CC,P100393,IN,Turnstile 1
E0009404,2025-08-09 18:56:00,NRW-QP,P100353,OUT,Reception
E0010539,2025-08-17 15:52:00,LDS-AR,P100517,OUT,Gate A
E0001481,2025-06-12 07:14:00,,P100303,IN,Reception
E0002794,2025-06-21 10:15:00,LDN-HQ,P100570,IN,Gate A
E0001602,2025-06-13 19:01:00,BEL-LG,P100006,OUT,Gate B
E0012867,2025-07-08 10:46:00,CDF-BY,X218267,IN,Gate B
E0005092,2025-07-08 20:47:00,BEL-LG,P100302,OUT,Turnstile 1
E0002330,2025-06-19 15:41:00,LDS-AR,P100176,OUT,Gate A
E0011418,2025-08-24 14:11:00,GLW-CL,P100497,OUT,Turnstile 1
E0006555,2025-07-19 11:29:00,EDI-EX,P100633,IN,Gate A
E0008028,2025-07-31 19:42:00,BHM-PR,P100253,OUT,Turnstile 1
E0008582,2025-08-04 16:39:00,BHM-PR,P100387,OUT,Gate A
E0003662,2025-06-28 14:09:00,EDI-EX,P100633,OUT,Turnstile 1
E0010852,2025-08-20 14:58:00,NRW-QP,P100236,OUT,Reception
E0000556,2025-06-04 11:24:00,BHM-PR,P100198,IN,Gate B
E0004826,2025-07-06 15:03:00,EDI-EX,P100469,OUT,Turnstile 1
E0001164,2025-06-10 09:53:00,BEL-LG,P100052,IN,Reception
E0005681,2025-07-12 11:58:00,LDS-AR,P100265,IN,Gate A
E0008407,2025-08-02 08:10:00,BHM-PR,P100606,IN,Gate B
E0004716,2025-07-05 18:09:00,BHM-PR,P100454,OUT,Gate B
E0000398,2025-06-03 11:10:00,EDI-EX,P100043,IN,Gate A
E0010224,15/08/2025 09:38,NRW-QP,P100512,IN,Gate A
E0002507,2025-06-20 16:40:00,EDI-EX,P100098,OUT,Gate B
E0011570,2025-08-25 10:01:00,BHM-PR,P100028,OUT,Reception
E0007408,2025-07-26 08:22:00,BRI-01,P100491,IN,Turnstile 1
E0009388,2025-08-09 17:29:00,GLW-CL,P100589,OUT,Gate B
E0012213,2025-08-30 18:44:00,CDF-BY,P100502,OUT,Turnstile 1
E0007465,26/07/2025 11:37,GLW-CL,P100548,IN,Gate B
E0008978,2025-08-07 07:18:00,EDI-EX,P100563,IN,Reception
E0000724,2025-06-06 07:15:00,EDI-EX,P100243,IN,Gate A
E0000301,2025-06-02 07:25:00,EDI-EX,P100283,IN,Gate A
E0011634,2025-08-25 16:53:00,GLW-CL,P100238,OUT,Reception
E0007477,2025-07-27 08:07:00,LDS-AR,P100608,IN,Gate B
E0004295,2025-07-02 17:01:00,LDN-HQ,P100089,OUT,Reception
E0004086,2025-06-30 22:12:00,BHM-PR,P100218,OUT,Gate B
E0004186,2025-07-01 16:16:00Z,LDS-AR,P100513,OUT,Reception
E0007540,2025-07-27 08:18:00,NRW-QP,P100228,IN,Gate B
E0006462,2025-07-18 18:21:00,BRI-01,P100159,OUT,Reception
E0012936,2025-06-06 15:35:00,BEL-LG,X235330,IN,Turnstile 1
E0003143,2025-06-24 15:18:00Z,BRI-01,P100644,OUT,Gate A
E0008723,2025-08-05 09:39:00,,P100548,IN,Turnstile 1
E0012843,2025-08-13 14:33:00,GLW-CL,X298756,IN,Turnstile 1
E0006985,2025-07-23 10:31:00,BRI-01,P100360,IN,Reception
E0003206,2025-06-25 10:53:00,CDF-BY,P100338,IN,Turnstile 1
E0004956,07/07/2025 11:21,EDI-EX,P100426,IN,Gate B
E0004583,2025-07-04 17:57:00,BHM-PR,P100454,OUT,Turnstile 1
E0011920,2025-08-27 09:49:00,BRI-01,P100275,IN,Turnstile 1
E0012594,2025-06-05 17:43:00,CDF-BY,X200217,IN,Gate A
E0009074,2025-08-07 17:24:00,CDF-BY,P100553,OUT,Turnstile 1
E0012882,2025-08-01 18:54:00,LDS-AR,X273657,IN,Reception
E0011958,2025-08-27 09:18:00,BRI-01,P100315,IN,Reception
E0001153,2025-06-10 07:33:00,LDN-HQ,P100386,IN,Gate B
E0012646,2025-07-11 20:43:00,CDF-BY,X219068,OUT,Gate A
E0001213,2025-06-10 15:48:00,BHM-PR,P100314,OUT,Turnstile 1
E0004504,2025-07-04 09:36:00,MCH-CC,P100482,IN,Gate B
E0010798,2025-08-19 09:32:00,LDN-HQ,P100121,IN,Reception
E0012765,2025-08-18 12:21:00,NRW-QP,X271026,IN,Reception
E0005895,2025-07-14 08:19:00,GLW-CL,P100455,IN,Gate A
E0012370,2025-08-31 09:48:00,NRW-QP,P100638,IN,Gate A
E0005428,2025-07-11 11:23:00,NRW-QP,P100024,IN,Turnstile 1
E0008286,2025-08-01 14:39:00,BHM-PR,P100202,OUT,Reception
E0007392,25/07/2025 07:23,Unknown,P100347,IN,Reception
E0000666,2025-06-05 13:33:00,EDI EX,P100540,OUT,Gate B
E0011854,2025-08-27 11:11:00,GLW-CL,P100489,IN,Gate A
E0005995,2025-07-15 18:29:00,CDF-BY,P100138,OUT,Gate A
E0000643,2025-06-05 08:10:00,mch_cc,P100571,IN,Gate A
E0012161,2025-08-29 20:15:00,BHM-PR,P100544,OUT,Turnstile 1
E0003768,2025-06-28 16:40:00,LDS-AR,P100446,OUT,Gate B
E0004273,2025-07-02 11:23:00,GLW-CL,P100416,IN,Gate A
E0006124,2025-07-16 21:36:00,GLW-CL,P100067,OUT,Gate B
E0009064,2025-08-07 16:30:00+01:00,EDI-EX,P100630,OUT,Gate A
E0000787,2025-06-07 09:38:00,MCH-CC,P100312,IN,Gate B
E0002858,22/06/2025 10:17,bhm-pr,P100631,IN,Reception
E0006113,2025-07-16 07:00:00,GLW-CL,P100071,IN,Reception
E0003203,2025-06-25 16:54:00,LDN-HQ,P100126,OUT,Gate B
E0008279,01/08/2025 09:54,GLW-CL,P100067,IN,Turnstile 1
E0007493,2025-07-27 15:03:00,MCH-CC,P100482,OUT,Gate A
E0004188,2025-07-01 10:01:00,BHM-PR,P100221,IN,Turnstile 1
E0011616,2025-08-25 16:30:00,BHM-PR,P100449,OUT,Reception
E0010911,20/08/2025 10:54,LDS-AR,P100517,IN,Turnstile 1
E0004825,06/07/2025 08:45,EDI-EX,P100469,IN,Turnstile 1
E0006068,2025-07-16 09:31:00,CDF-BY,P100096,IN,Gate A
E0002906,2025-06-22 17:05:00+00:00,MCH-CC,P100460,OUT,Gate A
E0004627,2025-07-04 11:43:00,MCH-CC,P100312,IN,Gate A
E0006730,2025-07-21 09:33:00,MCH-CC,P100340,IN,Gate B
E0000997,2025-06-09 17:02:00,EDI EX,P100540,OUT,Gate B
E0007342,2025-07-25 08:50:00,BHM-PR,P100541,IN,Reception
E0009405,2025-08-09 08:15:00,EDI-EX,P100593,IN,Reception
E0006251,2025-07-17 22:32:00Z,BEL-LG,P100326,OUT,Reception
E0007822,2025-07-29 11:15:00,MCH-CC,P100458,IN,Gate A
E0005524,2025-07-11 15:01:00,MCH-CC,P100192,OUT,Turnstile 1
E0006276,2025-07-17 18:36:00,GLW-CL,P100642,OUT,Gate A
E0006886,2025-07-22 16:19:00,BRI-01,P100436,OUT,Gate B
E0000157,2025-06-01 18:20:00,LDS-AR,P100422,OUT,Reception
E0012064,2025-08-28 20:09:00,GLW-CL,P100416,OUT,Reception
E0003086,2025-06-23 09:27:00,GLW-CL,P100642,IN,Turnstile 1
E0009162,2025-08-08 07:45:00,LDN-HQ,P100485,OUT,Reception
E0001553,2025-06-13 10:35:00,BHM-PR,P100124,IN,Gate A
E0008486,2025-08-03 07:05:00,LDN-HQ,P100534,IN,Reception
E0007760,29/07/2025 09:57,LDN-HQ,P100386,IN,Reception
E0012586,2025-06-27 10:10:00,LDN-HQ,X282998,OUT,Gate A
E0003796,2025-06-28 09:26:00,CDF-BY,P100363,IN,Gate A
E0000496,2025-06-04 15:49:00,GLW-CL,P100307,OUT,Turnstile 1
E0007277,2025-07-25 10:11:00,LDS-AR,P100442,IN,Gate B
E0002322,2025-06-19 13:54:00+00:00,cdf-by,P100127,OUT,Turnstile 1
E0012424,2025-07-18 14:30:00,MCH-CC,X211721,IN,Reception
E0006518,19/07/2025 10:41,BHM-PR,P100623,IN,Gate B
E0000152,2025-06-01 08:06:00,BHM-PR,P100530,IN,Gate B
E0007268,2025-07-25 11:39:00,CDF-BY,P100264,IN,Turnstile 1
E0009847,2025-08-12 08:24:00,BHM-PR,P100606,IN,Gate B
E0007690,2025-07-28 19:56:00+00:00,NRW-QP,P100401,OUT,Gate B
E0008994,2025-08-07 11:28:00,BRI-01,P100399,IN,Gate B
E0001739,2025-06-14 18:05:00,LDS-AR,P100021,OUT,Turnstile 1
E0003002,2025-06-23 14:50:00,EDI-EX,P100626,OUT,Gate A
E0011662,2025-08-26 19:32:00,NRW-QP,P100583,OUT,Gate B
E0008402,2025-08-02 20:39:00,,P100176,OUT,Turnstile 1
E0009076,2025-08-07 16:55:00,NRW-QP,P100634,OUT,Gate A
E0011844,2025-08-27 19:30:00Z,EDI-EX,P100636,OUT,Gate A
E0011539,2025-08-24 10:40:00,BRI-01,P100573,IN,Gate B
E0002884,2025-06-22 07:26:00,BRI-01,P100117,IN,Turnstile 1
E0003721,28/06/2025 09:24,bhm-pr,P100631,IN,Turnstile 1
E0011584,2025-08-25 14:16:00+01:00,BEL-LG,P100481,OUT,Turnstile 1
E0011221,2025-08-23 10:18:00,NRW-QP,P100290,IN,Gate B
E0009461,2025-08-10 17:33:00,BEL-LG,P100097,OUT,Reception
E0005472,2025-07-11 11:25:00,EDI-EX,P100025,IN,Gate B
E0006956,2025-07-22 16:51:00,MCH-CC,P100440,OUT,Reception
E0012418,2025-08-28 08:19:00,BEL-LG,X232915,IN,Reception
E0002277,18/06/2025 11:09,LDN-HQ,P100534,IN,Gate B
E0004824,2025-07-06 14:45:00,BEL-LG,P100006,OUT,Turnstile 1
E0004705,2025-07-05 11:23:00,GLW-CL,P100131,IN,Gate A
E0004462,2025-07-04 09:47:00,NRW-QP,P100646,IN,Turnstile 1
E0000344,2025-06-03 10:28:00,MCH-CC,P100019,IN,Gate A
